...1,location_name,diver,buddy,orig_lat,orig_lon,sample_collection_date,year,visibility_m,direction,depth_m,method,block,taxon_id,scientific_name,habitat,transect_decimal_latitude,transect_decimal_longitude,event,orig_scientific_name,rank,kingdom,phylum,class,order,family,genus,size_class,size_count
1386,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,cro,Canthigaster rostrata,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Canthigaster rostrata,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,2.5,1
1386,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,cro,Canthigaster rostrata,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Canthigaster rostrata,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,5,1
1387,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,cru,Caranx ruber,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Carangoides ruber,Species,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,10,1
1389,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,cca,Chaetodon capistratus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Chaetodon capistratus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,5,1
1390,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,CCA,Chaetodon capistratus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Chaetodon capistratus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,5,2
1395,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,cpe,Coryphopterus personatus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Coryphopterus personatus,Species,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Coryphopterus,2.5,290
1396,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,cpe,Coryphopterus personatus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Coryphopterus personatus,Species,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Coryphopterus,2.5,125
1400,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,egul,Eucinostomus gula,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Eucinostoums gula,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Gerreidae,Eucinostomus,7.5,8
1401,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,gci,Gerres cinereus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Gerres cinereus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Gerreidae,Gerres,7.5,5
1402,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,gci,Gerres cinereus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Gerres cinereus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Gerreidae,Gerres,5,4
1403,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,gci,Gerres cinereus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Gerres cinereus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Gerreidae,Gerres,5,6
1404,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,gci,Gerres cinereus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Gerres cinereus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Gerreidae,Gerres,5,3
1405,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,hfl,Haemulon flavolineatum,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7.5,1
1405,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,hfl,Haemulon flavolineatum,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,3
1406,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,hfl,Haemulon flavolineatum,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,5,1
1406,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,hfl,Haemulon flavolineatum,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7.5,1
1407,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,hsc,Haemulon sciurus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7.5,3
1407,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,hsc,Haemulon sciurus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,2
1408,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,hsc,Haemulon sciurus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,5,10
1408,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,hsc,Haemulon sciurus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7.5,8
1408,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,hsc,Haemulon sciurus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,1
1408,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,hsc,Haemulon sciurus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,12.5,1
1409,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,hbi,Halichoeres bivittatus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,1
1409,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,hbi,Halichoeres bivittatus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,1
1410,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,hga,Halichoeres garnoti,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,1
1411,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,hpu,Hypoplectrus puella,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Hypoplectrus puella,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Hypoplectrus,5,4
1413,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,lan,Lutjanus analis,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus analis,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,7.5,1
1414,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,lap,Lutjanus apodus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus apodus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,7.5,3
1414,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,lap,Lutjanus apodus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus apodus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,10,3
1415,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,lap,Lutjanus apodus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus apodus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,5,4
1415,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,lap,Lutjanus apodus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus apodus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,7.5,5
1415,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,lap,Lutjanus apodus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus apodus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,10,8
1416,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,lgr,Lutjanus griseus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus griseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,5,1
1416,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,lgr,Lutjanus griseus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus griseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,7.5,3
1416,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,lgr,Lutjanus griseus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus griseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,10,1
1417,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,lgr,Lutjanus griseus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus griseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,5,4
1417,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,lgr,Lutjanus griseus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus griseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,7.5,3
1417,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,lgr,Lutjanus griseus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus griseus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,10,11
1418,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,lsy,Lutjanus synagris,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Lutjanus synagris,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,10,5
1419,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,och,Ocyurus chrysurus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Ocyurus chrysurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Ocyurus,10,1
1422,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,par,Pomacanthus arcuatus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Pomacanthus arcuatus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Pomacanthidae,Pomacanthus,7.5,1
1423,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,sis,Scarus iseri,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,2.5,8
1423,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,sis,Scarus iseri,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,5,4
1423,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,sis,Scarus iseri,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,7.5,1
1424,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,sis,Scarus iseri,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,2.5,5
1424,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,sis,Scarus iseri,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,5,10
1424,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,sis,Scarus iseri,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,7.5,10
1426,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,sau,Sparisoma aurofrenatum,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,1
1428,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,svi,Sparisoma viride,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,1
1429,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,svi,Sparisoma viride,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,1
1430,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,sba,Sphyraena barracuda,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Sphyraena barracuda,Species,Animalia,Chordata,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,10,1
1430,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,sba,Sphyraena barracuda,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Sphyraena barracuda,Species,Animalia,Chordata,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,12.5,1
1431,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,sba,Sphyraena barracuda,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Sphyraena barracuda,Species,Animalia,Chordata,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,7.5,1
1432,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,sdi,Stegastes diencaeus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Stegastes diencaeus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,5
1433,Tobacco Mangrove,Zach Foltz,Scott Jones,16.878533,-88.092642,10/22/2016,2016,5,SE,1.5,1,1,sle,Stegastes leucostictus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Stegastes leucostictus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,1
1434,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,sle,Stegastes leucostictus,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Stegastes leucostictus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,2
1435,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,spl,Stegastes planifrons,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Stegastes planifrons,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,2.5,1
1435,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,spl,Stegastes planifrons,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Stegastes planifrons,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,2
1437,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,tbi,Thalassoma bifasciatum,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Thalassoma bifasciatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,5,2
1437,Tobacco Mangrove,Scott Jones,Zach Foltz,16.878533,-88.092642,10/22/2016,2016,3,N,1.5,1,2,tbi,Thalassoma bifasciatum,Mangrove,16.87853,-88.0926,Tobacco Mangrove_2016,Thalassoma bifasciatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,7.5,2
1438,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,aco,Acanthurus coeruleus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Acanthurus coeruleus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,2.5,1
1439,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,aco,Acanthurus coeruleus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Acanthurus coeruleus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,15,1
1440,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,atr,Acanthurus tractus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,7.5,3
1440,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,atr,Acanthurus tractus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,10,5
1440,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,atr,Acanthurus tractus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,12.5,2
1441,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,atr,Acanthurus tractus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,7.5,5
1441,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,atr,Acanthurus tractus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,10,4
1441,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,atr,Acanthurus tractus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Acanthurus tractus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,12.5,3
1442,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,cro,Canthigaster rostrata,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Canthigaster rostrata,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,2.5,1
1442,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,cro,Canthigaster rostrata,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Canthigaster rostrata,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,5,2
1444,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,ccr,Cephalopholis cruentata,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Cephalopholis cruentata,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,12.5,1
1445,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,cca,Chaetodon capistratus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Chaetodon capistratus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,7.5,1
1445,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,cca,Chaetodon capistratus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Chaetodon capistratus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,10,2
1446,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,cpa,Clepticus parrae,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Clepticus parrae,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Clepticus,15,20
1446,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,cpa,Clepticus parrae,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Clepticus parrae,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Clepticus,20,10
1447,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,cdi,Coryphopterus dicrus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Coryphopterus dicrus,Species,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Coryphopterus,2.5,2
1450,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,2,elo,Elacatinus lobeli,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Elacatinus lobeli,Species,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Elacatinus,2.5,3
1455,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,egu,Epinephelus guttatus,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Epinephelus guttatus,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,20,1
1457,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,hfl,Haemulon flavolineatum,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,15,1
1458,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,hga,Halichoeres garnoti,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,10
1458,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,hga,Halichoeres garnoti,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,30
1458,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,hga,Halichoeres garnoti,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,20
1458,Tobacco Reef,Rick Stuart-Smith,0,16.868278,-88.066167,10/22/2016,2016,27,W,10,1,1,hga,Halichoeres garnoti,Fore Reef,16.86828,-88.0662,Tobacco Reef_2016,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,12.5,5
